pool,name,cost,attack,hp,class,tribe,official_effect_text_from_cards_json,official_url,official_reference_status,v230_static_status,name_in_app_js,tracked_in_implemented_reports,mechanics_detected,risk_priority,recommended_next_action
cost2_unit_random_pool,きりかぶおばけ,2,2,2,僧侶,なし,召喚時：GET(1)。BET：1ターンに1回のみ、他のランダムな味方ユニットのHP+2。,https://gameconductor.com/dqrivals/c/d/1124,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|random,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,しましまキャット,2,2,2,商人,なし,召喚時&死亡時：しあわせのたね1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1522,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|death|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,とさかヘビ,2,2,2,共通,ドラゴン,召喚時：自分のデッキの上からカード4枚を見る。ドラゴン系のカードを1枚選びそれを引く。残りをデッキの下に戻す。,,official_detail_url_missing,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|deck_top,A_OFFICIAL_URL_MISSING,公式DB詳細URLの再取得が先。名前検索で公式IDを確認してから実装照合。
cost2_unit_random_pool,とらおとこ,2,3,2,共通,なし,召喚時:地形マスに召喚された場合+1/+1,https://gameconductor.com/dqrivals/c/d/509,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|terrain,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,はなカワセミ,2,2,3,共通,なし,パワフルバッジ：スライム系のユニットカードを使う度味方リーダーのHPを1回復,https://gameconductor.com/dqrivals/c/d/577,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,powerful_badge,A_COMPLEX_NAME_ONLY,常在/バッジ再計算、後出し反映、場を離れた時の解除を確認。
cost2_unit_random_pool,ぷちメタル,2,1,2,商人,スライム,メタルボディ、BET:1ターンに1回のみ攻撃力+1と速攻を得る、自分のターン終了時GET(1)、この効果は一度しか発動しない,https://gameconductor.com/dqrivals/c/d/1200,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,bet|get|turn_end|basic_keyword,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,まおうのかめん,2,2,3,共通,なし,このカードは場と手札にある間魔王系としても扱う。 召喚時:自分の手札に魔王系カードがあるならステルスを得る,https://gameconductor.com/dqrivals/c/d/1459,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|hand|basic_keyword,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,まおうのたまご,2,2,1,共通,スライム,死亡時：自分のデッキから本来のコストが5以上の魔王系のユニットカードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1030,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|random|deck_search|cost_change|hand,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,むつでエビ,2,2,3,共通,なし,召喚時:相手の手札が3枚以下の場合HP+1とにおうだちを得る,https://gameconductor.com/dqrivals/c/d/424,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|hand|basic_keyword,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,もりもりベス,2,2,3,武闘家,スライム,れんけい：味方の1マスを選択し、2/1のスライムベスを1体出す。,https://gameconductor.com/dqrivals/c/d/1266,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei|choose|put_into_play,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,やみのとうぞく,2,3,1,盗賊,なし,召喚時:相手のデッキのランダムなカードと同じカード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1427,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|random|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,よるのていおう,2,2,2,共通,なし,テンションリンク：後列にいるランダムな敵ユニット1体を前列のランダムな空きマスに移動させる,https://gameconductor.com/dqrivals/c/d/62,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,tension_link|position|target_modal|random,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,アルゴリザード,2,1,2,戦士,ドラゴン,速攻、れんけい：敵ユニット1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/1246,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei|target_modal|basic_keyword,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,インプ,2,2,3,占い師,なし,召喚時：GET(1)。BET：デッキの一番上が偶数コストなら敵リーダーに2ダメージ。このユニットへのBETは1ターン1回,https://gameconductor.com/dqrivals/c/d/1162,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|cost_change,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,エビルスピリッツ,2,2,3,戦士,ゾンビ,ステルス、このユニットの攻撃は味方リーダーの攻撃としても扱う,https://gameconductor.com/dqrivals/c/d/838,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,leader_attack|basic_keyword,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,エビルポット,2,1,2,共通,なし,熟練度(0)、おうえん、死亡時:自分のデッキの上7枚から熟練度を持つカードを1枚引く。残りをデッキの下に戻す。(2)攻撃力+1,https://gameconductor.com/dqrivals/c/d/1582,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|deck_top|draw|basic_keyword,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,エマ,2,1,2,盗賊,冒険者,召喚時:次の相手のターン終了時までステルスを得る。味方リーダーが攻撃した後やくそうを手札に加え味方リーダーのMPを1回復,https://gameconductor.com/dqrivals/c/d/1311,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|turn_end|hand|basic_keyword,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,オコボルト,2,3,2,共通,なし,におうだち、召喚時：敵リーダーがパワフルバッジを持つ場合+2/+2,https://gameconductor.com/dqrivals/c/d/761,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|powerful_badge|basic_keyword,A_COMPLEX_NAME_ONLY,常在/バッジ再計算、後出し反映、場を離れた時の解除を確認。
cost2_unit_random_pool,カンダタこぶん,2,3,2,武闘家,なし,召喚時：GET(1)。BET：このターン中、次に使用するテンションカードのコストが0になる。,https://gameconductor.com/dqrivals/c/d/1149,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|cost_change,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,キラーG,2,2,2,戦士,なし,貫通、ステルス、死亡時：味方建物があるならカードを1枚引く,https://gameconductor.com/dqrivals/c/d/1341,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|draw|building|basic_keyword,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,キーファ,2,3,2,商人,冒険者,死亡時:自分がこのユニットに使った特技カード全てを自分の手札に加える。,https://gameconductor.com/dqrivals/c/d/493,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,death|hand,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ギズモ,2,2,2,戦士,なし,召喚時：GET(1) BET:正面にいる全ての敵ユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1099,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,クックルー,2,3,2,商人,なし,死亡時：道具カード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/295,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|hand,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,クロウズ,2,2,3,占い師,冒険者,召喚時:味方リーダーは必中モードになる。攻撃時:デッキの1番上のカードを見てデッキの一番下に移動させることができる。,https://gameconductor.com/dqrivals/c/d/829,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|attack,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,グリズリー,2,3,2,武闘家,なし,召喚時:味方リーダーのテンションの数以下の攻撃力を持つ前列の味方ユニット1体を相手の手札に戻す。,https://gameconductor.com/dqrivals/c/d/519,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|position|target_modal|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,ザイル,2,3,2,盗賊,なし,死亡時&手札から捨てた時:はるかぜのフルートを1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1408,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|discard_from_hand|hand,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ジュエルン,2,1,1,僧侶,なし,召喚時：自分のデッキからコスト3以下の建物カードを1枚引く。そのカードのコストを-1,https://gameconductor.com/dqrivals/c/d/1368,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|deck_search|draw|cost_change|building,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,スピンサタン,2,3,2,占い師,なし,召喚時:自分が次に使用する占いカードは発動する効果を選べる 味方リーダーが必中モードの場合手札のこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1292,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|fortune|cost_change|hand,A_COMPLEX_NAME_ONLY,通常/必中/超必中、占い(1)/(2)誘発リスナーを確認。
cost2_unit_random_pool,スライムスノー,2,2,2,魔法使い,スライム,召喚時：自分のデッキにメラ系の特技カードが無いならこのユニットは特技ダメージ+1を得る。その後カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1255,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|draw,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,ソードファントム,2,2,2,商人,ゾンビ,シンクロ:①ステルス、②死亡時:全てのユニットに1ダメージ、③攻撃力+2,https://gameconductor.com/dqrivals/c/d/963,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|synchro|basic_keyword,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,タイプG,2,1,1,商人,なし,スキルブースト:+1/+1、自身の攻撃力にあわせて場にいる間、以下の効果を得る。 攻撃力3以上:貫通、攻撃力5以上:ねらい撃ち、攻撃力10以上:2回攻撃,https://gameconductor.com/dqrivals/c/d/1283,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,skill_boost|basic_keyword,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,ダークプラネット,2,3,2,共通,なし,選択：・ダンジョンではない敵建物１つの耐久値を2にする。・ダンジョンではない敵建物1つの耐久値を-2,https://gameconductor.com/dqrivals/c/d/1460,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,choose|building|dungeon,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,チャゴス王子,2,2,2,僧侶,冒険者,召喚時：GET(1)。BET：速攻を得る。このユニットが攻撃対象として選択された時、手札に戻る,https://gameconductor.com/dqrivals/c/d/1182,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|choose|hand|basic_keyword,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,チョコタワー,2,2,2,共通,スライム,召喚時：自分の手札から1枚選んで捨てた後カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1328,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|draw|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,デスフラッター,2,1,2,魔法使い,なし,召喚時：自分のデッキの上からカード4枚を見る。ユニットカード以外のカードを1枚選び、それを引く。残りをデッキの下に戻す,https://gameconductor.com/dqrivals/c/d/1350,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|deck_top,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,デッドペッカー,2,1,2,共通,なし,絶好調、速攻、このユニットが絶好調状態なら攻撃力+1を得る,https://gameconductor.com/dqrivals/c/d/914,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,zekkocho|basic_keyword,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,デビルパピヨン,2,2,2,魔剣士,なし,召喚時：GET(1)。BET：ランダムな敵ユニット1体を毒にする,https://gameconductor.com/dqrivals/c/d/1134,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|target_modal|random,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,トンネラー,2,1,3,共通,なし,におうだち、れんけい：+1/+1,https://gameconductor.com/dqrivals/c/d/1234,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei|basic_keyword,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,ヒポせんし,2,2,3,共通,なし,敵リーダーのテンションが上がる度攻撃力+1,https://gameconductor.com/dqrivals/c/d/508,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ビッグスロース,2,1,1,武闘家,なし,自分がコスト1以下の手札を使う度+1/+1,https://gameconductor.com/dqrivals/c/d/236,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,cost_change|hand,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,ピサロのてさき,2,2,1,魔剣士,なし,絶好調、死亡時：このユニットが絶好調状態ならこの場所にピサロナイトを出す,https://gameconductor.com/dqrivals/c/d/887,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|zekkocho|put_into_play,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,ファーリス王子,2,1,2,戦士,冒険者,自分のターン終了時このユニットがブロックされているなら味方リーダーのテンション+1、カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1247,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,turn_end|draw,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ブラッドソード,2,2,2,戦士,なし,死亡時：味方ヒーローがいる場合自分のデッキからコスト2以下の武器を装備する。,https://gameconductor.com/dqrivals/c/d/794,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|deck_search|cost_change,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,プオーン,2,3,2,武闘家,なし,召喚時：自分のデッキからコストが最も高い武闘家のカードを手札に1枚加える,https://gameconductor.com/dqrivals/c/d/902,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|deck_search|cost_change|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,プチヒーロー,2,2,2,共通,なし,シンクロ:①HP+1、②攻撃力+1、③HP+1,https://gameconductor.com/dqrivals/c/d/912,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,synchro,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,プテラノドン,2,2,1,共通,なし,死亡時：自分のデッキからコストが4以下の冒険者カードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/978,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|random|deck_search|cost_change|hand,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,ヘンリー,2,2,3,商人,冒険者,シンクロ：(1)HP+1、(2)味方のヒーロースキルのコストは1下がる、(3)味方のヒーロースキルを1ターンに2回まで発動できる,https://gameconductor.com/dqrivals/c/d/1524,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,synchro|cost_change,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ベホイミスライム,2,2,3,共通,スライム,死亡時：GET(1)、BET：1ターンに1回のみ味方リーダーのHPを2回復,https://gameconductor.com/dqrivals/c/d/1115,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|bet|get,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,ベロニャーゴ,2,1,3,共通,なし,れんけい：HP+1、味方リーダーが攻撃した後1/1のプリスニャンを1体出す,https://gameconductor.com/dqrivals/c/d/1231,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei|put_into_play,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,ホミロン軍曹,2,1,3,共通,スライム,召喚時：合計2ダメージを正面のランダムな敵マスに割り振る。このユニットを除くスライム系のみかたユニットの数分ダメージ+1,https://gameconductor.com/dqrivals/c/d/606,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|random,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ホワイトビート,2,2,3,共通,なし,ヒーロースキルを1ターンに2回まで発動できるようになる,https://gameconductor.com/dqrivals/c/d/834,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ボックススライム,2,1,3,魔法使い,スライム,召喚時：GET(1)、BET：以下の効果からランダムに1つ発動する。(1):カードを1枚引く、(2):HP+1、(3):味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1145,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|random|draw,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,ポイズンリザード,2,3,2,共通,なし,絶好調、このユニットが絶好調状態ならダメージを与えたユニットを毒にする,https://gameconductor.com/dqrivals/c/d/915,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,zekkocho,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,マギール,2,2,3,共通,なし,味方建物があるなら手札のこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1331,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,cost_change|hand|building,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,マクロベータ,2,2,3,僧侶,なし,れんけい:縦1列にいる全てのユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1277,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,マジックフライ,2,1,1,魔法使い,なし,死亡時：自分のデッキから特技カードを1枚引く,https://gameconductor.com/dqrivals/c/d/206,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|deck_search|draw,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,マヒャドフライ,2,1,4,共通,なし,敵リーダーにダメージを与えた時相手の手札にうまのふんを加える。,https://gameconductor.com/dqrivals/c/d/637,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,hand,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,マリンスライム,2,2,3,武闘家,スライム,スキルブースト：攻撃力+1,https://gameconductor.com/dqrivals/c/d/766,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,skill_boost,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,マーマンダイン,2,3,2,共通,なし,パワフルバッジ：ドラゴン系のユニットカードを使う度敵リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/578,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,powerful_badge,A_COMPLEX_NAME_ONLY,常在/バッジ再計算、後出し反映、場を離れた時の解除を確認。
